,Year,Team,Pts,Pts,Team,HT,HT,,Series,Ground,Date,Match
5326,2003,New Zealand,53,37,Wales,28,24,,Rugby World Cup,Sydney,2 Nov 2003,Details
5327,2003,New Zealand,29,9,South Africa,13,6,,Rugby World Cup,Melbourne,8 Nov 2003,Details
5328,2003,Australia,33,16,Scotland,9,9,,Rugby World Cup,Brisbane,8 Nov 2003,Details
5329,2003,Luxembourg,9,8,Lithuania,-,-,,FIRA Championship D3,Luxembourg City,8 Nov 2003,Details
5330,2003,Slovenia,3,15,Belgium,-,-,,FIRA Championship D2,Ljubliana,8 Nov 2003,Details
5331,2003,France,43,21,Ireland,27,0,,Rugby World Cup,Melbourne,9 Nov 2003,Details
5332,2003,England,28,17,Wales,3,10,,Rugby World Cup,Brisbane,9 Nov 2003,Details
5333,2003,Thailand,23,34,China,10,22,,Asian Rugby Championship,Bangkok,15 Nov 2003,Details
5334,2003,Australia,22,10,New Zealand,13,7,,Rugby World Cup,Sydney,15 Nov 2003,Details
5335,2003,Bulgaria,23,3,Bosnia & Her,-,-,,FIRA Championship D3,Sofia,15 Nov 2003,Details
5336,2003,England,24,7,France,12,7,,Rugby World Cup,Sydney,16 Nov 2003,Details
5337,2003,China,9,63,Korea,-,-,,Asian Rugby Championship,Bangkok,17 Nov 2003,Details
5338,2003,Thailand,8,64,Korea,-,-,,Asian Rugby Championship,Bangkok,19 Nov 2003,Details
5339,2003,France,13,40,New Zealand,6,14,,Rugby World Cup,Sydney,20 Nov 2003,Details
5340,2003,Australia,17,20,England,5,14,,Rugby World Cup,Sydney,22 Nov 2003,Details
5341,2003,Zambia,13,17,Cameroon,-,-,,African Championship D2,Chingola,20 Dec 2003,Details
5342,2003,"
Records include the following current or recent matches:
",,,,,,,,,,
5343,2003,"

Zambia v Cameroon at Chingola, African Championship D2 Final, Dec 20, 2003 [13-17 FT]
",,,,,,,,,,
5344,2003,"

Australia v England at Sydney, Rugby World Cup Final, Nov 22, 2003 [17-20 FT]
",,,,,,,,,,
5345,2003,"

France v New Zealand at Sydney, Rugby World Cup 3rd/4th place playoff, Nov 20, 2003 [13-40 FT]
",,,,,,,,,,
5346,2004,Georgia,14,19,Portugal,7,13,,Six Nations B,Tbilisi,14 Feb 2004,Details
5347,2004,Russia,36,6,Spain,18,3,,Six Nations B,Krasnodar,14 Feb 2004,Details
5348,2004,France,35,17,Ireland,11,3,,Six Nations,Stade de France,14 Feb 2004,Details
5349,2004,Romania,55,11,Czechia,27,6,,Six Nations B,Bucharest,14 Feb 2004,Details
5350,2004,Wales,23,10,Scotland,18,3,,Six Nations,Millennium Stadium,14 Feb 2004,Details
5351,2004,Italy,9,50,England,9,26,,Six Nations,Rome,15 Feb 2004,Details
5352,2004,France,25,0,Italy,10,0,,Six Nations,Stade de France,21 Feb 2004,Details
5353,2004,Romania,36,6,Portugal,10,0,,Six Nations B,Constanta,21 Feb 2004,Details
5354,2004,Scotland,13,35,England,6,20,,Six Nations / Calcutta Cup,Murrayfield,21 Feb 2004,Details
5355,2004,Spain,6,6,Georgia,3,0,,Six Nations B,Tarragona,22 Feb 2004,Details
5356,2004,Ireland,36,15,Wales,24,3,,Six Nations,Lansdowne Road,22 Feb 2004,Details
5357,2004,Morocco,27,9,Namibia,-,-,,African Championship D1,Casablanca,29 Feb 2004,Details
5358,2004,Georgia,9,3,Russia,6,0,,Six Nations B,Tbilisi,6 Mar 2004,Details
5359,2004,Italy,20,14,Scotland,9,9,,Six Nations,Rome,6 Mar 2004,Details
5360,2004,Romania,50,10,Spain,10,10,,Six Nations B,Bucharest,6 Mar 2004,Details
5361,2004,Czechia,8,13,Portugal,5,3,,Six Nations B,Prague,6 Mar 2004,Details
5362,2004,England,13,19,Ireland,10,12,,Six Nations / Millennium Trophy,Twickenham,6 Mar 2004,Details
5363,2004,Ivory Coast,8,3,Tunisia,-,-,,African Championship D1,Abidjan,7 Mar 2004,Details
5364,2004,Wales,22,29,France,12,13,,Six Nations,Millennium Stadium,7 Mar 2004,Details
5365,2004,Belgium,10,18,Netherlands,-,-,,Netherlands tour,Vise,17 Mar 2004,Details
5366,2004,Georgia,23,7,Czechia,16,0,,Six Nations B,Tbilisi,20 Mar 2004,Details
5367,2004,Russia,33,24,Romania,21,3,,Six Nations B,Krasnodar,20 Mar 2004,Details
5368,2004,Ireland,19,3,Italy,12,0,,Six Nations,Lansdowne Road,20 Mar 2004,Details
5369,2004,England,31,21,Wales,16,9,,Six Nations,Twickenham,20 Mar 2004,Details
5370,2004,Spain,19,35,Portugal,5,25,,Six Nations B,Ibiza,21 Mar 2004,Details
5371,2004,Scotland,0,31,France,0,11,,Six Nations,Murrayfield,21 Mar 2004,Details
5372,2004,Romania,25,18,Georgia,11,13,,Six Nations B / Antim Cup,Iasi,27 Mar 2004,Details
5373,2004,Belgium,3,32,Switzerland,0,19,,FIRA Championship D2,Brussels,27 Mar 2004,Details
5374,2004,Czechia,16,6,Spain,13,3,,Six Nations B,Prague,27 Mar 2004,Details
5375,2004,Tunisia,20,3,Cameroon,-,-,,African Championship D1,Tunis,27 Mar 2004,Details
5376,2004,Wales,44,10,Italy,16,0,,Six Nations,Millennium Stadium,27 Mar 2004,Details
5377,2004,Morocco,11,6,Ivory Coast,-,-,,African Championship D1,Casablanca,27 Mar 2004,Details
5378,2004,Portugal,19,18,Russia,13,5,,Six Nations B,Coimbra,27 Mar 2004,Details
5379,2004,Ireland,37,16,Scotland,16,9,,Six Nations / Centenary Quaich,Lansdowne Road,27 Mar 2004,Details
5380,2004,France,24,21,England,21,3,,Six Nations,Stade de France,27 Mar 2004,Details
5381,2004,Arabian Gulf,14,13,Kazakhstan,-,-,,Asian Rugby Championship,Doha,9 Apr 2004,Details
5382,2004,Denmark,25,19,Belgium,13,7,,FIRA Championship D2,Odense,10 Apr 2004,Details
5383,2004,Netherlands,14,13,Germany,6,10,,FIRA Championship D2,Amsterdam,10 Apr 2004,Details
5384,2004,Serbia & Mon,31,3,Hungary,-,-,,FIRA Championship D3,Subotica,10 Apr 2004,Details
5385,2004,Moldova,26,12,Latvia,-,-,,FIRA Championship D3,Chisinau,17 Apr 2004,Details
5386,2004,Croatia,22,11,Denmark,11,6,,FIRA Championship D2,Zagreb,17 Apr 2004,Details
5387,2004,Malta,20,18,Serbia & Mon,5,11,,FIRA Championship D3,Marsa,17 Apr 2004,Details
5388,2004,Switzerland,21,18,Slovenia,12,15,,FIRA Championship D2,Avusy,17 Apr 2004,Details
5389,2004,Belgium,14,3,Croatia,-,-,,FIRA Championship D2,Brugge,24 Apr 2004,Details
5390,2004,Luxembourg,39,5,Bulgaria,12,5,,FIRA Championship D3,Luxembourg City,24 Apr 2004,Details
5391,2004,Morocco,17,7,Tunisia,-,-,,African Championship D1,Casablanca,24 Apr 2004,Details
5392,2004,Uruguay,92,8,Venezuela,-,-,,South American Championship,Santiago,24 Apr 2004,Details
5393,2004,Latvia,8,10,Malta,-,-,,FIRA Championship D3,Riga,25 Apr 2004,Details
5394,2004,Germany,40,0,Sweden,-,-,,FIRA Championship D2,Hanover,25 Apr 2004,Details
5395,2004,Netherlands,29,18,Poland,9,10,,FIRA Championship D2,Amsterdam,25 Apr 2004,Details
5396,2004,Chile,3,45,Argentina,3,10,,South American Championship,Santiago,25 Apr 2004,Details
5397,2004,Argentina,69,10,Uruguay,29,10,,South American Championship,Santiago,28 Apr 2004,Details
5398,2004,Chile,95,3,Venezuela,50,3,,South American Championship,Santiago,28 Apr 2004,Details
5399,2004,Tanzania,57,3,Burundi,26,3,,African Championship D2,Arusha,1 May 2004,Details
5400,2004,Sweden,3,41,Ukraine,3,27,,FIRA Championship D2,Vanersborg,1 May 2004,Details
5401,2004,Ivory Coast,17,10,Cameroon,-,-,,African Championship D1,Abidjan,1 May 2004,Details
5402,2004,Argentina,147,7,Venezuela,69,7,,South American Championship,Santiago,1 May 2004,Details
5403,2004,Chile,13,20,Uruguay,3,13,,South American Championship,Santiago,1 May 2004,Details
5404,2004,Malaysia,3,48,Arabian Gulf,3,20,,Asian Rugby Championship,Kuala Lumpur,7 May 2004,Details
5405,2004,Austria,18,19,Luxembourg,-,-,,FIRA Championship D3,Vienna,8 May 2004,Details
5406,2004,Serbia & Mon,20,43,Moldova,-,-,,FIRA Championship D3,Belgrade,8 May 2004,Details
5407,2004,Sweden,0,16,Netherlands,0,13,,FIRA Championship D2,Stockholm,8 May 2004,Details
5408,2004,Hong Kong,12,5,Arabian Gulf,-,-,,Asian Rugby Championship,Hong Kong,9 May 2004,Details
5409,2004,Lithuania,66,0,Bulgaria,23,0,,FIRA Championship D3,Siauliai,15 May 2004,Details
5410,2004,Ukraine,22,0,Netherlands,-,-,,FIRA Championship D2,Kiev,15 May 2004,Details
5411,2004,Japan,19,19,Korea,12,5,,2007 Rugby World Cup Qualifier / Asian Rugby Championship,Tokyo,16 May 2004,Details
5412,2004,Kazakhstan,44,19,Malaysia,-,-,,Asian Rugby Championship,Almaty,16 May 2004,Details
5413,2004,Germany,34,10,Poland,5,10,,FIRA Championship D2,Heidelburg,16 May 2004,Details
5414,2004,Korea,99,18,C Taipai,-,-,,Asian Rugby Championship,Seoul,22 May 2004,Details
5415,2004,Hong Kong,47,14,Singapore,21,8,,Asian Rugby Championship,Hong Kong,22 May 2004,Details
5416,2004,Bulgaria,13,28,Austria,-,-,,FIRA Championship D3,Kostinbrod,22 May 2004,Details
5417,2004,Malta,35,27,Hungary,25,3,,FIRA Championship D3,Marsa,22 May 2004,Details
5418,2004,Canada,23,20,USA,23,13,,Super Powers Cup,Tokyo,27 May 2004,Details
5419,2004,Japan,29,12,Russia,16,5,,Super Powers Cup,Tokyo,27 May 2004,Details
5420,2004,Moldova,22,8,Malta,10,0,,FIRA Championship D3,Chisinau,29 May 2004,Details
5421,2004,Cameroon,6,18,Morocco,-,-,,African Championship D1,Yaounde,29 May 2004,Details
5422,2004,Samoa,24,14,Tonga,12,8,,2007 Rugby World Cup Qualifier / South Pacific Championship,Apia,29 May 2004,Details
5423,2004,Russia,11,41,USA,8,23,,Super Powers Cup,Tokyo,30 May 2004,Details
5424,2004,Japan,34,21,Canada,10,18,,Super Powers Cup,Tokyo,30 May 2004,Details
5425,2004,Armenia,36,6,Norway,-,-,,FIRA Championship D3,Beauvais,2 Jun 2004,Details
5426,2004,Finland,15,24,Israel,-,-,,FIRA Championship D3,Beauvais,2 Jun 2004,Details
5427,2004,Samoa,3,38,Scotland,3,11,,Samoa tour / Scotland tour,Wellington,4 Jun 2004,Details
5428,2004,Tonga,26,27,Fiji,21,10,,2007 Rugby World Cup Qualifier / South Pacific Championship,Nuku A'lofa,5 Jun 2004,Details
5429,2004,Hong Kong,27,9,China,13,3,,Asian Rugby Championship,Hong Kong,5 Jun 2004,Details
5430,2004,Tanzania,52,12,Rwanda,-,-,,African Championship D2,Arusha,5 Jun 2004,Details
5431,2004,Armenia,48,0,Israel,-,-,,FIRA Championship D3,Beauvais,5 Jun 2004,Details
5432,2004,Austria,23,12,Lithuania,17,0,,FIRA Championship D3,Vienna,5 Jun 2004,Details
5433,2004,Finland,7,54,Norway,-,-,,FIRA Championship D3,Beauvais,5 Jun 2004,Details
5434,2004,Burkina Faso,12,40,Malawi,-,-,,African Championship D2,Dakar,7 Jun 2004,Details
5435,2004,Senegal,59,0,Mauritania,-,-,,African Championship D2,Dakar,7 Jun 2004,Details
5436,2004,Malawi,81,0,Mauritania,-,-,,African Championship D2,Dakar,9 Jun 2004,Details
5437,2004,Senegal,23,6,Burkina Faso,-,-,,African Championship D2,Dakar,9 Jun 2004,Details
5438,2004,Fiji,29,3,Samoa,14,3,,2007 Rugby World Cup Qualifier / South Pacific Championship,Suva,12 Jun 2004,Details
5439,2004,China,24,24,Singapore,-,-,,Asian Rugby Championship,Shanghai,12 Jun 2004,Details
5440,2004,New Zealand,36,3,England,30,3,,England tour,Dunedin,12 Jun 2004,Details
5441,2004,South Africa,31,17,Ireland,11,11,,Ireland tour,Bloemfontein,12 Jun 2004,Details
5442,2004,Burkina Faso,49,0,Mauritania,-,-,,African Championship D2,Dakar,12 Jun 2004,Details
5443,2004,Senegal,6,15,Malawi,-,-,,African Championship D2,Dakar,12 Jun 2004,Details
5444,2004,Argentina,50,44,Wales,19,9,,Wales tour,Tucuman,12 Jun 2004,Details
5445,2004,Australia,35,15,Scotland,13,12,,Scotland tour / Hopetoun Cup,Melbourne,13 Jun 2004,Details
5446,2004,New Zealand,36,12,England,10,6,,England tour,Auckland,19 Jun 2004,Details
5447,2004,Australia,34,13,Scotland,17,10,,Scotland tour / Hopetoun Cup,Sydney,19 Jun 2004,Details
5448,2004,South Africa,26,17,Ireland,20,10,,Ireland tour,Cape Town,19 Jun 2004,Details
5449,2004,Argentina,20,35,Wales,0,25,,Wales tour,Buenos Aires,19 Jun 2004,Details
5450,2004,Canada,32,29,USA,8,7,,Churchill Cup,Edmonton,19 Jun 2004,Details
5451,2004,India,17,54,Sri Lanka,-,-,,Asian Rugby Championship,Mumbai,22 Jun 2004,Details
5452,2004,New Zealand,41,7,Argentina,24,7,,Argentina tour,Hamilton,26 Jun 2004,Details
5453,2004,Thailand,86,12,India,-,-,,Asian Rugby Championship,Bangkok,26 Jun 2004,Details
5454,2004,Australia,51,15,England,21,8,,England tour / Cook Cup,Brisbane,26 Jun 2004,Details
5455,2004,Romania,25,24,Italy,22,5,,Italy tour,Bucharest,26 Jun 2004,Details
5456,2004,South Africa,53,18,Wales,27,6,,Wales tour,Pretoria,26 Jun 2004,Details
5457,2004,Togo,5,11,Benin,-,-,,African Championship D2,Lome,28 Jun 2004,Details
5458,2004,Ghana,0,20,Nigeria,-,-,,African Championship D2,Lome,29 Jun 2004,Details
5459,2004,Sri Lanka,35,14,Thailand,-,-,,Asian Rugby Championship,Colombo,30 Jun 2004,Details
5460,2004,Benin,3,43,Nigeria,-,-,,African Championship D2,Lome,1 Jul 2004,Details
5461,2004,Togo,15,5,Ghana,-,-,,African Championship D2,Lome,1 Jul 2004,Details
5462,2004,Australia,29,14,Pacific Is,10,0,,Pacific Islanders tour,Adelaide,3 Jul 2004,Details
5463,2004,Rwanda,18,15,Burundi,-,-,,African Championship D2,Kigali,3 Jul 2004,Details
5464,2004,Benin,3,3,Ghana,-,-,,African Championship D2,Lome,3 Jul 2004,Details
5465,2004,Togo,0,0,Nigeria,-,-,,African Championship D2,Lome,3 Jul 2004,Details
5466,2004,USA,31,39,France,21,17,,France tour,Hartford,3 Jul 2004,Details
5467,2004,Japan,19,32,Italy,6,15,,Italy tour,Tokyo,4 Jul 2004,Details
5468,2004,New Zealand,41,26,Pacific Is,27,14,,Pacific Islanders tour,North Shore City,10 Jul 2004,Details
5469,2004,Canada,13,47,France,13,24,,France tour,Toronto,10 Jul 2004,Details
5470,2004,New Zealand,16,7,Australia,3,0,,Tri Nations / Bledisloe Cup,Wellington,17 Jul 2004,Details
5471,2004,Pacific Is,24,38,South Africa,0,23,,Pacific Islanders tour / South Africa tour,Gosford,17 Jul 2004,Details
5472,2004,New Zealand,23,21,South Africa,12,21,,Tri Nations,Christchurch,24 Jul 2004,Details
5473,2004,Zimbabwe,24,15,Kenya,-,-,,Kenya tour,Bulawayo,24 Jul 2004,Details
5474,2004,Australia,30,26,South Africa,15,16,,Tri Nations,Perth,31 Jul 2004,Details
5475,2004,Kenya,18,8,Uganda,3,8,,Uganda tour,Nairobi,31 Jul 2004,Details
5476,2004,Australia,23,18,New Zealand,12,12,,Tri Nations / Bledisloe Cup,Sydney,7 Aug 2004,Details
5477,2004,Uganda,24,16,Madagascar,-,-,,African Championship D1,Kampala,14 Aug 2004,Details
5478,2004,South Africa,40,26,New Zealand,19,13,,Tri Nations / Freedom Cup,Johannesburg,14 Aug 2004,Details
5479,2004,Zambia,10,52,Namibia,3,24,,African Championship D1,Nchingola,14 Aug 2004,Details
5480,2004,South Africa,23,19,Australia,3,7,,Tri Nations,Durban,21 Aug 2004,Details
5481,2004,Cook Islands,50,5,Niue Island,-,-,,Oceania Cup,Raratonga,28 Aug 2004,Details
5482,2004,Kenya,33,10,Zambia,-,-,,African Championship D1,Nairobi,29 Aug 2004,Details
5483,2004,Madagascar,23,18,Zimbabwe,-,-,,African Championship D1,Antananarive,29 Aug 2004,Details
5484,2004,Botswana,38,12,Tanzania,-,-,,African Championship D2,Gaberone,31 Aug 2004,Details
5485,2004,Swaziland,36,0,Tanzania,-,-,,African Championship D2,Gaberone,2 Sep 2004,Details
5486,2004,Andorra,76,3,Norway,-,-,,2007 Rugby World Cup Qualifier / FIRA Championship D3,Andorra la Vella,4 Sep 2004,Details
5487,2004,Botswana,25,22,Swaziland,-,-,,African Championship D2,Gaberone,4 Sep 2004,Details
5488,2004,Namibia,65,7,Kenya,31,0,,African Championship D1,Windhoek,11 Sep 2004,Details
5489,2004,Zimbabwe,17,0,Uganda,-,-,,African Championship D1,Harare,11 Sep 2004,Details
5490,2004,Finland,3,42,Bulgaria,-,-,,2007 Rugby World Cup Qualifier / FIRA Championship D3,Helsinki,18 Sep 2004,Details
5491,2004,Norway,9,23,Andorra,0,18,,2007 Rugby World Cup Qualifier / FIRA Championship D3,Bergen,18 Sep 2004,Details
5492,2004,Bosnia & Her,10,29,Austria,-,-,,2007 Rugby World Cup Qualifier / FIRA Championship D3,Zenica,25 Sep 2004,Details
5493,2004,Namibia,68,8,Zimbabwe,-,-,,African Championship D1,Windhoek,25 Sep 2004,Details
5494,2004,Poland,20,15,Switzerland,-,-,,2007 Rugby World Cup Qualifier / FIRA Championship D2,Gdynia,2 Oct 2004,Details
5495,2004,Brazil,73,3,Peru,37,3,,2007 Rugby World Cup Qualifier / South American Championship,Sao Paulo,10 Oct 2004,Details
5496,2004,Colombia,7,76,Paraguay,-,-,,South American Championship,Sao Paulo,10 Oct 2004,Details
5497,2004,Brazil,74,0,Colombia,31,0,,2007 Rugby World Cup Qualifier / South American Championship,Sao Paulo,13 Oct 2004,Details
5498,2004,Paraguay,74,0,Peru,-,-,,South American Championship,Sao Paulo,13 Oct 2004,Details
5499,2004,Austria,12,7,Bosnia & Her,-,-,,2007 Rugby World Cup Qualifier / FIRA Championship D3,Vienna,16 Oct 2004,Details
5500,2004,Israel,0,53,Lithuania,0,20,,2007 Rugby World Cup Qualifier / FIRA Championship D3,Ra'ananna,16 Oct 2004,Details
5501,2004,Switzerland,8,17,Malta,3,7,,2007 Rugby World Cup Qualifier / FIRA Championship D2,Avusy,16 Oct 2004,Details
5502,2004,Brazil,17,22,Paraguay,-,-,,South American Championship,Sao Paulo,16 Oct 2004,Details
5503,2004,Colombia,10,15,Peru,-,-,,2007 Rugby World Cup Qualifier / South American Championship,Sao Paulo,16 Oct 2004,Details
5504,2004,Belgium,11,24,Armenia,-,-,,Armenia tour,Vise,20 Oct 2004,Details
5505,2004,N Caledonia,17,14,Vanuatu,17,5,,Vanuatu tour,Noumea,23 Oct 2004,Details
5506,2004,Latvia,18,20,Sweden,15,6,,2007 Rugby World Cup Qualifier / FIRA Championship D2,Valmiera,23 Oct 2004,Details
5507,2004,Lithuania,60,7,Israel,34,0,,2007 Rugby World Cup Qualifier / FIRA Championship D3,Vilnius,23 Oct 2004,Details
5508,2004,Croatia,27,6,Slovenia,17,0,,2007 Rugby World Cup Qualifier / FIRA Championship D2,Split,23 Oct 2004,Details
5509,2004,Hungary,16,29,Andorra,6,15,,2007 Rugby World Cup Qualifier / FIRA Championship D2,Esztergom,23 Oct 2004,Details
5510,2004,China,50,15,India,19,15,,Asian Championship,Hong Kong,27 Oct 2004,Details
5511,2004,Pakistan,3,75,Sri Lanka,0,37,,Asian Championship,Hong Kong,27 Oct 2004,Details
5512,2004,Arabian Gulf,6,32,Singapore,6,21,,Asian Championship,Hong Kong,28 Oct 2004,Details
5513,2004,C Taipai,7,63,Korea,0,34,,Asian Championship,Hong Kong,28 Oct 2004,Details
5514,2004,Kazakhstan,36,37,Thailand,12,12,,Asian Championship,Hong Kong,28 Oct 2004,Details
5515,2004,Arabian Gulf,9,19,Kazakhstan,-,-,,Asian Championship,Hong Kong,30 Oct 2004,Details
5516,2004,China,30,16,Sri Lanka,-,-,,Asian Championship,Hong Kong,30 Oct 2004,Details
5517,2004,India,56,3,Pakistan,-,-,,Asian Championship,Hong Kong,30 Oct 2004,Details
5518,2004,Singapore,31,24,Thailand,-,-,,Asian Championship,Hong Kong,30 Oct 2004,Details
5519,2004,Bulgaria,50,3,Finland,20,0,,2007 Rugby World Cup Qualifier / FIRA Championship D3,Sofia,30 Oct 2004,Details
5520,2004,Belgium,23,16,Latvia,13,6,,2007 Rugby World Cup Qualifier / FIRA Championship D2,Boitsfort,30 Oct 2004,Details
5521,2004,Denmark,11,20,Moldova,-,-,,2007 Rugby World Cup Qualifier / FIRA Championship D2,Odense,30 Oct 2004,Details
5522,2004,Uruguay,17,7,Georgia,14,7,,Intercontinental Cup,Montevideo,30 Oct 2004,Details
5523,2004,Chile,9,28,Portugal,9,6,,Intercontinental Cup,Santiago,30 Oct 2004,Details
5524,2004,Hong Kong,29,5,C Taipai,-,-,,Asian Championship,Hong Kong,31 Oct 2004,Details
5525,2004,Sweden,32,20,Lithuania,11,3,,2007 Rugby World Cup Qualifier / FIRA Championship D2,Helsingborg,31 Oct 2004,Details
5526,2004,Italy,51,6,Canada,13,3,,Canada tour,L'Aquila,6 Nov 2004,Details
5527,2004,Malta,13,38,Poland,-,-,,2007 Rugby World Cup Qualifier / FIRA Championship D2,Marsa,6 Nov 2004,Details
5528,2004,Slovenia,41,0,Hungary,21,0,,2007 Rugby World Cup Qualifier / FIRA Championship D2,Ljubliana,6 Nov 2004,Details
5529,2004,Wales,36,38,South Africa,12,23,,South Africa tour,Millennium Stadium,6 Nov 2004,Details
5530,2004,Uruguay,30,3,Portugal,27,0,,Intercontinental Cup,Montevideo,6 Nov 2004,Details
5531,2004,Scotland,14,31,Australia,0,28,,Australia tour / Hopetoun Cup,Murrayfield,6 Nov 2004,Details
5532,2004,Chile,30,24,Georgia,13,24,,Intercontinental Cup,Santiago,6 Nov 2004,Details
5533,2004,Peru,22,32,Venezuela,-,-,,2007 Rugby World Cup Qualifier,Lima,6 Nov 2004,Details
5534,2004,Wales,66,7,Romania,35,7,,Romania tour,Millennium Stadium,12 Nov 2004,Details
5535,2004,Moldova,18,27,Germany,6,13,,2007 Rugby World Cup Qualifier / FIRA Championship D2,Chisinau,13 Nov 2004,Details
5536,2004,Namibia,39,22,Morocco,13,3,,African Championship D1,Windhoek,13 Nov 2004,Details
5537,2004,Italy,10,59,New Zealand,3,35,,New Zealand tour,Rome,13 Nov 2004,Details
5538,2004,Luxembourg,5,6,Denmark,0,3,,2007 Rugby World Cup Qualifier / FIRA Championship D2,Luxembourg City,13 Nov 2004,Details
5539,2004,Serbia & Mon,33,10,Bulgaria,-,-,,2007 Rugby World Cup Qualifier / FIRA Championship D2,Belgrade,13 Nov 2004,Details
5540,2004,England,70,0,Canada,32,0,,Canada tour,Twickenham,13 Nov 2004,Details
5541,2004,Ireland,17,12,South Africa,8,3,,South Africa tour,Lansdowne Road,13 Nov 2004,Details
5542,2004,Scotland,100,8,Japan,36,8,,Japan tour,Perth,13 Nov 2004,Details
5543,2004,Colombia,27,31,Venezuela,-,-,,2007 Rugby World Cup Qualifier,Medellin,13 Nov 2004,Details
5544,2004,France,27,14,Australia,12,11,,Australia tour / Trophee des Bicentenaires,Stade de France,13 Nov 2004,Details
5545,2004,Romania,25,10,Japan,17,3,,Japan tour,Bucharest,20 Nov 2004,Details
5546,2004,Russia,15,27,Georgia,8,12,,Six Nations B,Krasnodar,20 Nov 2004,Details
5547,2004,Ireland,55,6,USA,13,6,,United States of America tour,Lansdowne Road,20 Nov 2004,Details
5548,2004,Ukraine,6,38,Portugal,3,21,,Six Nations B,Odessa,20 Nov 2004,Details
5549,2004,Croatia,18,7,Andorra,8,0,,2007 Rugby World Cup Qualifier / FIRA Championship D2,Sisak,20 Nov 2004,Details
5550,2004,France,14,24,Argentina,5,19,,Argentina tour,Marseille,20 Nov 2004,Details
5551,2004,Spain,63,9,Hungary,31,6,,2007 Rugby World Cup Qualifier / FIRA Championship D2,Madrid,20 Nov 2004,Details
5552,2004,England,32,16,South Africa,20,6,,South Africa tour,Twickenham,20 Nov 2004,Details
5553,2004,Scotland,17,31,Australia,9,17,,Australia tour / Hopetoun Cup,Glasgow,20 Nov 2004,Details
5554,2004,Wales,25,26,New Zealand,14,13,,New Zealand tour,Millennium Stadium,20 Nov 2004,Details
5555,2004,Venezuela,5,11,Brazil,-,-,,2007 Rugby World Cup Qualifier,Barquisimeto,20 Nov 2004,Details
5556,2004,Mali,11,5,Nigeria,-,-,,African Championship D2,Bamako,23 Nov 2004,Details
5557,2004,Botswana,37,0,Nigeria,-,-,,African Championship D2,Bamako,25 Nov 2004,Details
5558,2004,Wales,98,0,Japan,56,0,,Japan tour,Millennium Stadium,26 Nov 2004,Details
5559,2004,Czechia,14,38,Romania,6,26,,Six Nations B,Prague,27 Nov 2004,Details
5560,2004,Germany,96,0,Luxembourg,53,0,,2007 Rugby World Cup Qualifier / FIRA Championship D2,Heidelburg,27 Nov 2004,Details
